,hit,points.total,points.position,hitter,set,oss,dig,opponent,result,order
,kill,21,7,kate,4,0,0,augsburg,1,95
,attempt,24,10,cat,4,0,1,augsburg,1,95
,kill,24,10,kate,4,0,1,augsburg,1,95
,attempt,25,11,t,4,0,0,augsburg,1,95
,kill,25,11,t,4,0,1,augsburg,1,95
,attempt,27,11,cat,4,0,0,augsburg,1,95
,attempt,27,11,kate,4,0,1,augsburg,1,95
,error,27,11,t,4,0,1,augsburg,1,95
,attempt,28,10,cat,4,0,0,augsburg,1,95
,error,29,9,cat,4,0,0,augsburg,1,95
,attempt,30,8,kate,4,0,0,augsburg,1,95
,attempt,30,8,t,4,0,0,augsburg,1,95
,error,30,8,cat,4,0,0,augsburg,1,95
,error,31,7,kate,4,0,0,augsburg,1,95
,attempt,32,6,kate,4,0,0,augsburg,1,95
,attempt,32,6,cat,4,0,1,augsburg,1,95
,kill,34,8,kate,4,0,0,augsburg,1,95
,attempt,35,9,cat,4,0,1,augsburg,1,95
,attempt,36,8,gully,4,0,1,augsburg,1,95
,kill,36,8,kate,4,0,0,augsburg,1,95
,attempt,38,8,nic,4,0,0,augsburg,1,95
,error,38,8,nic,4,0,1,augsburg,1,95
,error,39,7,gully,4,0,0,augsburg,1,95
,kill,41,5,gully,4,0,0,augsburg,1,95
,kill,1,-1,kate,2,0,0,uwlacrosse,1,69
,kill,5,1,kate,2,0,0,uwlacrosse,1,69
,attempt,6,2,nora,2,0,1,uwlacrosse,1,69
,error,6,2,cat,2,0,0,uwlacrosse,1,69
,attempt,7,1,nora,2,0,0,uwlacrosse,1,69
,kill,7,1,nora,2,0,0,uwlacrosse,1,69
,error,9,1,nora,2,0,0,uwlacrosse,1,69
,error,10,0,nic,2,0,0,uwlacrosse,1,69
,attempt,11,-1,nora,2,0,0,uwlacrosse,1,69
,kill,11,-1,nora,2,0,1,uwlacrosse,1,69
,attempt,13,-1,t,2,0,0,uwlacrosse,1,69
,attempt,13,-1,t,2,1,1,uwlacrosse,1,69
,error,14,0,t,2,0,1,uwlacrosse,1,69
,kill,16,-2,kate,2,0,0,uwlacrosse,1,69
,attempt,17,-1,cat,2,0,1,uwlacrosse,1,69
,error,19,-1,nora,2,0,1,uwlacrosse,1,69
,kill,20,-2,kate,2,0,0,uwlacrosse,1,69
,kill,21,-1,cat,2,1,1,uwlacrosse,1,69
,kill,22,0,cat,2,1,1,uwlacrosse,1,69
,attempt,24,2,nora,2,0,1,uwlacrosse,1,69
,attempt,25,1,nora,2,0,0,uwlacrosse,1,69
,kill,25,1,cat,2,0,0,uwlacrosse,1,69
,attempt,29,-1,nic,2,0,0,uwlacrosse,1,69
,kill,29,-1,any,2,0,0,uwlacrosse,1,69
,attempt,30,0,any,2,0,1,uwlacrosse,1,69
,kill,30,0,t,2,0,0,uwlacrosse,1,69
,kill,34,4,nic,2,0,1,uwlacrosse,1,69
,kill,35,5,any,2,0,1,uwlacrosse,1,69
,attempt,36,6,any,2,1,1,uwlacrosse,1,69
,kill,36,6,any,2,1,1,uwlacrosse,1,69
,attempt,38,6,any,2,0,0,uwlacrosse,1,69
,attempt,42,6,cat,2,0,0,uwlacrosse,1,69
,attempt,42,6,cat,2,0,0,uwlacrosse,1,69
,error,42,6,t,2,0,1,uwlacrosse,1,69
,attempt,0,0,cat,3,0,0,uwlacrosse,1,70
,kill,0,0,t,3,1,1,uwlacrosse,1,70
,kill,2,0,cat,3,0,0,uwlacrosse,1,70
,error,3,1,nora,3,0,1,uwlacrosse,1,70
,attempt,6,0,nora,3,0,0,uwlacrosse,1,70
,kill,7,-1,nora,3,0,0,uwlacrosse,1,70
,attempt,8,0,t,3,0,1,uwlacrosse,1,70
,kill,8,0,nic,3,0,1,uwlacrosse,1,70
,kill,11,-1,any,3,0,1,uwlacrosse,1,70
,attempt,13,1,any,3,1,1,uwlacrosse,1,70
,kill,14,2,t,3,0,0,uwlacrosse,1,70
,kill,16,2,t,3,0,0,uwlacrosse,1,70
,attempt,17,3,cat,3,0,1,uwlacrosse,1,70
,attempt,17,3,t,3,1,1,uwlacrosse,1,70
,attempt,18,2,kate,3,0,0,uwlacrosse,1,70
,kill,18,2,cat,3,1,1,uwlacrosse,1,70
,attempt,20,2,kate,3,0,0,uwlacrosse,1,70
,attempt,20,2,nora,3,1,0,uwlacrosse,1,70
,attempt,20,2,kate,3,0,0,uwlacrosse,1,70
,error,20,2,cat,3,0,1,uwlacrosse,1,70
,attempt,21,1,nora,3,0,0,uwlacrosse,1,70
,error,22,2,cat,3,1,1,uwlacrosse,1,70
,error,23,1,nic,3,0,0,uwlacrosse,1,70
,attempt,24,0,nic,3,0,0,uwlacrosse,1,70
,attempt,24,0,nora,3,0,1,uwlacrosse,1,70
,kill,25,-1,cat,3,0,0,uwlacrosse,1,70
,attempt,26,0,nora,3,1,1,uwlacrosse,1,70
,attempt,26,0,any,3,0,0,uwlacrosse,1,70
,error,26,0,any,3,1,1,uwlacrosse,1,70
,error,28,-2,nora,3,0,0,uwlacrosse,1,70
,kill,29,-3,nora,3,1,0,uwlacrosse,1,70
,attempt,32,-2,any,3,0,1,uwlacrosse,1,70
,attempt,32,-2,t,3,0,0,uwlacrosse,1,70
,kill,32,-2,nic,3,0,1,uwlacrosse,1,70
,kill,33,-1,nic,3,0,0,uwlacrosse,1,70
,kill,35,-1,any,3,0,0,uwlacrosse,1,70
,kill,38,0,cat,3,0,0,uwlacrosse,1,70
,attempt,39,1,cat,3,1,1,uwlacrosse,1,70
,attempt,41,1,cat,3,0,0,uwlacrosse,1,70
,attempt,42,2,cat,3,1,1,uwlacrosse,1,70
,attempt,42,2,nora,3,0,0,uwlacrosse,1,70
,kill,42,2,cat,3,1,0,uwlacrosse,1,70
,error,43,3,cat,3,1,1,uwlacrosse,1,70
,attempt,45,1,cat,3,0,0,uwlacrosse,1,70
,attempt,45,1,nora,3,0,0,uwlacrosse,1,70
,error,47,1,nic,3,0,0,uwlacrosse,1,70
,attempt,0,0,kate,1,0,0,stmarys,1,86
,kill,2,2,gully,1,1,1,stmarys,1,86
,kill,4,2,kate,1,0,0,stmarys,1,86
,error,5,3,cat,1,0,1,stmarys,1,86
,kill,6,2,gully,1,0,0,stmarys,1,86
,kill,8,2,nic,1,0,0,stmarys,1,86
,kill,10,2,any,1,0,0,stmarys,1,86
,attempt,12,0,t,1,0,0,stmarys,1,86
,kill,12,0,nic,1,0,0,stmarys,1,86
,attempt,14,0,any,1,0,0,stmarys,1,86
,kill,14,0,t,1,1,1,stmarys,1,86
,attempt,18,-2,cat,1,0,0,stmarys,1,86
,attempt,18,-2,cat,1,0,1,stmarys,1,86
,attempt,18,-2,kate,1,0,1,stmarys,1,86
,kill,18,-2,cat,1,1,1,stmarys,1,86
,attempt,20,-2,gully,1,1,0,stmarys,1,86
,kill,21,-3,kate,1,0,0,stmarys,1,86
,kill,22,-2,nic,1,0,1,stmarys,1,86
,attempt,24,-2,nic,1,0,0,stmarys,1,86
,attempt,24,-2,gully,1,0,1,stmarys,1,86
,kill,24,-2,cat,1,0,1,stmarys,1,86
,error,26,0,gully,1,0,1,stmarys,1,86
,attempt,29,-1,t,1,0,0,stmarys,1,86
,attempt,29,-1,nic,1,0,1,stmarys,1,86
,attempt,31,-1,t,1,0,1,stmarys,1,86
,attempt,33,1,kate,1,0,0,stmarys,1,86
,attempt,33,1,t,1,1,1,stmarys,1,86
,kill,36,2,cat,1,0,0,stmarys,1,86
,attempt,37,3,gully,1,0,1,stmarys,1,86
,error,39,1,kate,1,0,0,stmarys,1,86
,kill,40,0,cat,1,0,0,stmarys,1,86
,attempt,41,1,gully,1,1,0,stmarys,1,86
,kill,42,0,nic,1,0,0,stmarys,1,86
,attempt,44,0,gully,1,1,0,stmarys,1,86
,kill,45,-1,nic,1,0,0,stmarys,1,86
,attempt,46,0,nic,1,0,1,stmarys,1,86
,attempt,46,0,t,1,0,1,stmarys,1,86
,error,46,0,nic,1,0,1,stmarys,1,86
,kill,47,-1,t,1,0,0,stmarys,1,86
,kill,48,0,kate,1,0,1,stmarys,1,86
,error,0,0,cat,3,0,0,stbens,0,82
,kill,1,-1,cat,3,0,0,stbens,0,82
,attempt,2,0,gully,3,0,1,stbens,0,82
,kill,2,0,cat,3,0,1,stbens,0,82
,attempt,3,1,kate,3,0,1,stbens,0,82
,attempt,3,1,cat,3,0,1,stbens,0,82
,attempt,3,1,gully,3,0,1,stbens,0,82
,kill,3,1,kate,3,0,0,stbens,0,82
,kill,4,2,gully,3,1,1,stbens,0,82
,kill,5,3,gully,3,1,1,stbens,0,82
,attempt,7,5,cat,3,1,1,stbens,0,82
,kill,7,5,gully,3,1,1,stbens,0,82
,attempt,9,5,gully,3,0,0,stbens,0,82
,attempt,9,5,cat,3,1,1,stbens,0,82
,attempt,10,4,cat,3,0,0,stbens,0,82
,kill,10,4,cat,3,1,1,stbens,0,82
,attempt,12,4,nic,3,0,0,stbens,0,82
,attempt,14,6,gully,3,1,1,stbens,0,82
,error,16,4,gully,3,0,0,stbens,0,82
,attempt,18,2,gully,3,0,0,stbens,0,82
,error,24,4,kate,3,0,0,stbens,0,82
,attempt,25,3,kate,3,0,0,stbens,0,82
,kill,25,3,any,3,1,1,stbens,0,82
,attempt,26,4,kate,3,0,1,stbens,0,82
,attempt,26,4,cat,3,0,1,stbens,0,82
,attempt,27,3,t,3,0,0,stbens,0,82
,kill,28,2,kate,3,0,0,stbens,0,82
,kill,31,3,cat,3,0,0,stbens,0,82
,kill,33,3,gully,3,0,0,stbens,0,82
,attempt,35,3,gully,3,0,0,stbens,0,82
,error,36,2,gully,3,0,0,stbens,0,82
,attempt,38,0,gully,3,0,0,stbens,0,82
,kill,38,0,nic,3,0,1,stbens,0,82
,attempt,41,1,t,3,0,0,stbens,0,82
,kill,42,0,nic,3,0,0,stbens,0,82
,attempt,43,1,t,3,1,0,stbens,0,82
,kill,44,0,kate,3,0,0,stbens,0,82
,attempt,46,0,kate,3,0,0,stbens,0,82
,attempt,49,-1,cat,3,0,0,stbens,0,82
,error,49,-1,gully,3,0,1,stbens,0,82
,attempt,0,0,kate,1,0,0,uwlacrosse,1,68
,kill,1,1,nora,1,1,1,uwlacrosse,1,68
,kill,3,1,nora,1,0,0,uwlacrosse,1,68
,attempt,5,1,nic,1,0,0,uwlacrosse,1,68
,attempt,5,1,cat,1,0,0,uwlacrosse,1,68
,kill,5,1,nora,1,0,1,uwlacrosse,1,68
,error,6,2,nora,1,0,0,uwlacrosse,1,68
,error,7,1,nora,1,0,0,uwlacrosse,1,68
,kill,8,0,nora,1,0,0,uwlacrosse,1,68
,kill,14,4,kate,1,0,1,uwlacrosse,1,68
,error,15,5,any,1,1,1,uwlacrosse,1,68
,attempt,16,4,any,1,0,0,uwlacrosse,1,68
,kill,18,4,cat,1,0,0,uwlacrosse,1,68
,kill,20,6,nora,1,1,1,uwlacrosse,1,68
,error,21,7,cat,1,0,1,uwlacrosse,1,68
,kill,22,6,nora,1,0,0,uwlacrosse,1,68
,kill,24,8,nic,1,0,0,uwlacrosse,1,68
,attempt,25,9,nic,1,0,0,uwlacrosse,1,68
,attempt,25,9,nora,1,0,0,uwlacrosse,1,68
,attempt,28,10,cat,1,0,0,uwlacrosse,1,68
,attempt,31,9,nora,1,0,0,uwlacrosse,1,68
,attempt,31,9,any,1,0,0,uwlacrosse,1,68
,attempt,31,9,nora,1,1,1,uwlacrosse,1,68
,error,31,9,any,1,0,1,uwlacrosse,1,68
,attempt,32,8,nic,1,0,0,uwlacrosse,1,68
,attempt,34,6,any,1,0,0,uwlacrosse,1,68
,kill,36,6,t,1,0,0,uwlacrosse,1,68
,attempt,38,6,kate,1,0,0,uwlacrosse,1,68
,attempt,39,7,t,1,1,1,uwlacrosse,1,68
,attempt,42,6,cat,1,1,0,uwlacrosse,1,68
,kill,42,6,kate,1,0,0,uwlacrosse,1,68
,error,0,0,cat,5,0,0,gustavus,0,67
,kill,1,-1,cat,5,1,1,gustavus,0,67
,attempt,2,0,kate,5,0,1,gustavus,0,67
,attempt,4,-2,gully,5,0,0,gustavus,0,67
,error,4,-2,gully,5,0,0,gustavus,0,67
,kill,5,-3,cat,5,0,0,gustavus,0,67
,attempt,6,-2,gully,5,0,1,gustavus,0,67
,attempt,6,-2,cat,5,0,0,gustavus,0,67
,attempt,6,-2,nic,5,0,0,gustavus,0,67
,attempt,7,-4,nic,5,0,0,gustavus,0,67
,kill,7,-4,cat,5,0,0,gustavus,0,67
,error,11,-5,gully,5,0,0,gustavus,0,67
,error,12,-6,nic,5,0,0,gustavus,0,67
,attempt,13,-7,gully,5,0,0,gustavus,0,67
,attempt,13,-7,nic,5,0,0,gustavus,0,67
,attempt,13,-7,gully,5,0,1,gustavus,0,67
,attempt,15,-9,gully,5,0,0,gustavus,0,67
,error,16,-8,nic,5,0,1,gustavus,0,67
,error,17,-9,nic,5,0,0,gustavus,0,67
,error,18,-10,any,5,0,0,gustavus,0,67
,error,1,1,kate,4,0,0,gustavus,0,66
,attempt,3,1,cat,4,1,1,gustavus,0,66
,attempt,5,1,cat,4,0,0,gustavus,0,66
,kill,5,1,cat,4,0,0,gustavus,0,66
,attempt,6,2,nic,4,0,0,gustavus,0,66
,attempt,6,2,cat,4,0,0,gustavus,0,66
,attempt,6,2,gully,4,0,0,gustavus,0,66
,error,6,2,nic,4,0,1,gustavus,0,66
,attempt,7,1,cat,4,0,0,gustavus,0,66
,attempt,7,1,cat,4,1,0,gustavus,0,66
,attempt,7,1,gully,4,0,0,gustavus,0,66
,attempt,7,1,nic,4,0,1,gustavus,0,66
,attempt,7,1,gully,4,0,0,gustavus,0,66
,attempt,7,1,gully,4,0,0,gustavus,0,66
,error,7,1,cat,4,0,1,gustavus,0,66
,kill,10,0,nic,4,0,0,gustavus,0,66
,error,12,0,any,4,0,0,gustavus,0,66
,attempt,13,-1,t,4,0,0,gustavus,0,66
,kill,13,-1,t,4,0,0,gustavus,0,66
,attempt,15,-1,kate,4,0,0,gustavus,0,66
,attempt,16,-2,t,4,0,0,gustavus,0,66
,attempt,16,-2,any,4,0,0,gustavus,0,66
,kill,16,-2,kate,4,0,1,gustavus,0,66
,error,17,-1,t,4,0,1,gustavus,0,66
,kill,18,-2,cat,4,0,0,gustavus,0,66
,kill,19,-1,gully,4,0,1,gustavus,0,66
,error,20,0,gully,4,0,1,gustavus,0,66
,error,22,-2,kate,4,0,0,gustavus,0,66
,kill,25,-3,gully,4,0,0,gustavus,0,66
,attempt,27,-3,gully,4,0,0,gustavus,0,66
,error,29,-5,gully,4,0,0,gustavus,0,66
,attempt,31,-7,gully,4,0,0,gustavus,0,66
,attempt,31,-7,nic,4,0,1,gustavus,0,66
,attempt,31,-7,gully,4,0,0,gustavus,0,66
,attempt,31,-7,nic,4,0,1,gustavus,0,66
,attempt,33,-7,nic,4,0,1,gustavus,0,66
,kill,33,-7,nic,4,0,1,gustavus,0,66
,attempt,34,-6,any,4,1,1,gustavus,0,66
,kill,34,-6,any,4,1,0,gustavus,0,66
,kill,35,-5,any,4,0,0,gustavus,0,66
,attempt,37,-3,any,4,0,1,gustavus,0,66
,kill,37,-3,t,4,0,0,gustavus,0,66
,attempt,39,-3,t,4,0,0,gustavus,0,66
,error,39,-3,t,4,0,1,gustavus,0,66
,attempt,40,-4,any,4,0,0,gustavus,0,66
,attempt,40,-4,any,4,0,0,gustavus,0,66
,error,40,-4,any,4,0,0,gustavus,0,66
,attempt,41,-5,t,4,0,0,gustavus,0,66
,error,41,-5,t,4,0,1,gustavus,0,66
,attempt,42,-6,any,4,1,0,gustavus,0,66
,attempt,42,-6,t,4,1,1,gustavus,0,66
,attempt,0,0,t,3,0,0,gustavus,0,65
,error,0,0,cat,3,0,1,gustavus,0,65
,attempt,1,-1,kate,3,0,1,gustavus,0,65
,kill,1,-1,cat,3,1,1,gustavus,0,65
,error,2,0,kate,3,0,1,gustavus,0,65
,attempt,3,-1,gully,3,0,0,gustavus,0,65
,kill,3,-1,gully,3,0,1,gustavus,0,65
,kill,4,0,cat,3,1,0,gustavus,0,65
,error,6,0,cat,3,1,0,gustavus,0,65
,error,7,-1,cat,3,0,0,gustavus,0,65
,attempt,8,-2,gully,3,0,0,gustavus,0,65
,attempt,8,-2,gully,3,0,0,gustavus,0,65
,attempt,10,0,nic,3,0,1,gustavus,0,65
,error,10,0,any,3,0,1,gustavus,0,65
,attempt,11,-1,gully,3,1,0,gustavus,0,65
,attempt,13,-3,gully,3,1,0,gustavus,0,65
,kill,16,-4,nic,3,0,0,gustavus,0,65
,kill,19,-3,t,3,0,0,gustavus,0,65
,kill,22,-2,kate,3,0,0,gustavus,0,65
,kill,22,-2,cat,3,1,1,gustavus,0,65
,kill,28,2,gully,3,0,0,gustavus,0,65
,kill,30,2,nic,3,0,1,gustavus,0,65
,attempt,31,3,nic,3,0,1,gustavus,0,65
,attempt,32,2,gully,3,0,0,gustavus,0,65
,kill,32,2,nic,3,0,1,gustavus,0,65
,attempt,34,2,t,3,0,0,gustavus,0,65
,attempt,34,2,any,3,0,0,gustavus,0,65
,attempt,34,2,any,3,0,0,gustavus,0,65
,kill,35,1,t,3,0,0,gustavus,0,65
,attempt,36,2,t,3,0,1,gustavus,0,65
,attempt,37,1,kate,3,0,0,gustavus,0,65
,attempt,38,0,kate,3,0,0,gustavus,0,65
,attempt,39,-1,t,3,0,0,gustavus,0,65
,error,40,-2,kate,3,0,0,gustavus,0,65
,attempt,41,-3,t,3,0,0,gustavus,0,65
,attempt,42,-4,t,3,0,0,gustavus,0,65
,kill,42,-4,kate,3,0,1,gustavus,0,65
,attempt,43,-3,t,3,1,1,gustavus,0,65
,kill,43,-3,cat,3,0,0,gustavus,0,65
,attempt,47,-1,gully,3,1,1,gustavus,0,65
,attempt,0,0,cat,1,0,0,stcates,1,59
,kill,1,-1,cat,1,0,0,stcates,1,59
,kill,4,-2,kate,1,0,1,stcates,1,59
,error,5,-2,gully,1,0,1,stcates,1,59
,attempt,7,-3,cat,1,0,0,stcates,1,59
,error,7,-3,gully,1,0,1,stcates,1,59
,attempt,8,-4,nic,1,0,0,stcates,1,59
,attempt,8,-4,gully,1,1,1,stcates,1,59
,error,10,-4,any,1,0,0,stcates,1,59
,attempt,11,-5,gully,1,0,0,stcates,1,59
,attempt,11,-5,gully,1,0,0,stcates,1,59
,attempt,11,-5,nic,1,0,0,stcates,1,59
,kill,11,-5,gully,1,1,0,stcates,1,59
,kill,12,-4,nic,1,1,0,stcates,1,59
,kill,15,-1,t,1,0,1,stcates,1,59
,kill,18,-2,any,1,0,0,stcates,1,59
,error,19,-1,t,1,1,0,stcates,1,59
,attempt,21,-3,kate,1,0,0,stcates,1,59
,kill,21,-3,any,1,0,0,stcates,1,59
,attempt,26,-2,cat,1,0,0,stcates,1,59
,attempt,26,-2,kate,1,0,1,stcates,1,59
,kill,26,-2,cat,1,1,1,stcates,1,59
,kill,27,-1,gully,1,0,0,stcates,1,59
,kill,29,-1,nic,1,0,0,stcates,1,59
,kill,31,-1,gully,1,0,0,stcates,1,59
,attempt,33,-1,nic,1,0,0,stcates,1,59
,attempt,33,-1,t,1,1,1,stcates,1,59
,attempt,34,-2,t,1,0,0,stcates,1,59
,attempt,34,-2,nic,1,0,0,stcates,1,59
,kill,34,-2,nic,1,0,0,stcates,1,59
,attempt,35,-1,any,1,1,1,stcates,1,59
,attempt,39,3,kate,1,0,0,stcates,1,59
,attempt,39,3,t,1,1,0,stcates,1,59
,attempt,39,3,t,1,0,0,stcates,1,59
,attempt,42,6,any,1,0,1,stcates,1,59
,attempt,0,0,cat,2,1,1,stcates,1,60
,attempt,0,0,t,2,1,1,stcates,1,60
,attempt,4,2,t,2,0,0,stcates,1,60
,attempt,4,2,kate,2,0,1,stcates,1,60
,attempt,4,2,cat,2,0,0,stcates,1,60
,attempt,5,1,cat,2,0,0,stcates,1,60
,attempt,7,1,kate,2,0,0,stcates,1,60
,attempt,9,1,nic,2,0,0,stcates,1,60
,attempt,10,0,gully,2,0,0,stcates,1,60
,attempt,11,1,nic,2,0,0,stcates,1,60
,attempt,13,3,gully,2,1,1,stcates,1,60
,attempt,13,3,nic,2,0,1,stcates,1,60
,attempt,13,3,gully,2,1,1,stcates,1,60
,attempt,13,3,any,2,0,0,stcates,1,60
,attempt,13,3,gully,2,0,1,stcates,1,60
,kill,13,3,any,2,0,0,stcates,1,60
,kill,15,3,nic,2,0,0,stcates,1,60
,kill,16,4,any,2,0,0,stcates,1,60
,attempt,18,4,nic,2,0,0,stcates,1,60
,kill,18,4,any,2,0,0,stcates,1,60
,attempt,19,5,t,2,1,1,stcates,1,60
,kill,19,5,any,2,1,1,stcates,1,60
,attempt,21,5,any,2,0,0,stcates,1,60
,attempt,21,5,kate,2,0,1,stcates,1,60
,attempt,21,5,any,2,0,1,stcates,1,60
,kill,21,5,t,2,0,0,stcates,1,60
,kill,24,6,cat,2,0,0,stcates,1,60
,kill,26,6,cat,2,0,0,stcates,1,60
,error,27,7,cat,2,1,1,stcates,1,60
,attempt,30,4,gully,2,1,0,stcates,1,60
,attempt,30,4,cat,2,0,0,stcates,1,60
,kill,30,4,cat,2,1,1,stcates,1,60
,attempt,32,4,gully,2,0,0,stcates,1,60
,kill,34,2,gully,2,0,0,stcates,1,60
,error,37,5,t,2,0,1,stcates,1,60
,kill,38,4,nic,2,0,0,stcates,1,60
,kill,41,5,t,2,0,0,stcates,1,60
,kill,42,6,cat,2,0,0,stcates,1,60
,attempt,0,0,t,3,1,0,stcates,0,61
,error,0,0,t,3,0,0,stcates,0,61
,attempt,1,-1,cat,3,0,0,stcates,0,61
,kill,1,-1,t,3,0,1,stcates,0,61
,error,2,0,gully,3,1,1,stcates,0,61
,attempt,3,-1,gully,3,0,0,stcates,0,61
,kill,3,-1,cat,3,0,1,stcates,0,61
,error,5,-1,cat,3,0,0,stcates,0,61
,kill,11,-3,any,3,0,0,stcates,0,61
,attempt,14,-2,t,3,0,0,stcates,0,61
,attempt,15,-1,t,3,0,1,stcates,0,61
,attempt,15,-1,cat,3,1,0,stcates,0,61
,attempt,15,-1,cat,3,0,1,stcates,0,61
,attempt,16,-2,kate,3,0,0,stcates,0,61
,error,17,-3,cat,3,0,0,stcates,0,61
,kill,18,-4,kate,3,0,0,stcates,0,61
,attempt,19,-3,kate,3,0,1,stcates,0,61
,error,19,-3,gully,3,0,1,stcates,0,61
,error,22,-4,nic,3,0,0,stcates,0,61
,attempt,25,-5,nic,3,0,0,stcates,0,61
,kill,26,-6,nic,3,0,0,stcates,0,61
,attempt,27,-7,nic,3,0,1,stcates,0,61
,attempt,27,-7,t,3,0,1,stcates,0,61
,error,28,-6,any,3,0,0,stcates,0,61
,kill,31,-9,any,3,0,0,stcates,0,61
,kill,35,-7,any,3,0,0,stcates,0,61
,attempt,37,-7,cat,3,0,1,stcates,0,61
,attempt,37,-7,kate,3,0,0,stcates,0,61
,kill,38,-8,cat,3,0,0,stcates,0,61
,attempt,41,-7,gully,3,0,0,stcates,0,61
,kill,41,-7,kate,3,0,0,stcates,0,61
,kill,42,-6,cat,3,1,1,stcates,0,61
,error,43,-5,cat,3,1,1,stcates,0,61
,attempt,0,0,t,4,1,1,stcates,1,62
,attempt,0,0,t,4,1,1,stcates,1,62
,attempt,1,-1,kate,4,0,0,stcates,1,62
,kill,1,-1,kate,4,0,1,stcates,1,62
,kill,2,0,gully,4,0,1,stcates,1,62
,attempt,3,1,cat,4,0,0,stcates,1,62
,error,3,1,cat,4,0,0,stcates,1,62
,kill,4,0,kate,4,0,0,stcates,1,62
,attempt,7,1,gully,4,0,0,stcates,1,62
,attempt,7,1,gully,4,0,0,stcates,1,62
,attempt,8,0,cat,4,0,0,stcates,1,62
,attempt,8,0,nic,4,0,0,stcates,1,62
,kill,12,0,nic,4,0,0,stcates,1,62
,error,13,1,any,4,0,1,stcates,1,62
,kill,14,0,nic,4,0,0,stcates,1,62
,attempt,17,1,any,4,0,0,stcates,1,62
,kill,19,1,kate,4,0,0,stcates,1,62
,attempt,23,3,kate,4,0,0,stcates,1,62
,attempt,23,3,gully,4,0,1,stcates,1,62
,attempt,26,4,gully,4,0,0,stcates,1,62
,attempt,27,3,cat,4,0,0,stcates,1,62
,kill,27,3,cat,4,0,1,stcates,1,62
,error,28,4,gully,4,1,1,stcates,1,62
,kill,29,3,gully,4,0,0,stcates,1,62
,error,32,4,nic,4,0,0,stcates,1,62
,kill,33,3,any,4,0,0,stcates,1,62
,kill,35,3,kate,4,0,0,stcates,1,62
,attempt,37,5,t,4,1,1,stcates,1,62
,attempt,37,5,cat,4,1,1,stcates,1,62
,attempt,37,5,t,4,1,1,stcates,1,62
,kill,37,5,cat,4,1,1,stcates,1,62
,attempt,38,6,cat,4,1,1,stcates,1,62
,attempt,38,6,t,4,1,0,stcates,1,62
,kill,38,6,kate,4,0,0,stcates,1,62
,kill,41,7,cat,4,0,0,stcates,1,62
,kill,0,0,nic,1,0,0,gustavus,1,63
,attempt,2,2,gully,1,0,1,gustavus,1,63
,error,5,1,gully,1,0,0,gustavus,1,63
,attempt,7,1,gully,1,0,1,gustavus,1,63
,attempt,7,1,gully,1,0,1,gustavus,1,63
,kill,7,1,kate,1,0,0,gustavus,1,63
,attempt,9,1,gully,1,0,0,gustavus,1,63
,kill,11,1,kate,1,0,0,gustavus,1,63
,kill,13,1,any,1,0,0,gustavus,1,63
,kill,16,4,t,1,0,1,gustavus,1,63
,kill,17,5,cat,1,1,1,gustavus,1,63
,attempt,18,6,nic,1,0,0,gustavus,1,63
,attempt,18,6,nic,1,0,1,gustavus,1,63
,error,19,5,t,1,0,0,gustavus,1,63
,attempt,21,3,t,1,0,0,gustavus,1,63
,kill,21,3,cat,1,0,1,gustavus,1,63
,attempt,22,4,cat,1,0,1,gustavus,1,63
,attempt,22,4,nic,1,0,1,gustavus,1,63
,error,22,4,cat,1,0,1,gustavus,1,63
,attempt,23,3,nic,1,0,0,gustavus,1,63
,attempt,24,2,gully,1,0,0,gustavus,1,63
,error,25,1,cat,1,0,0,gustavus,1,63
,attempt,26,0,nic,1,0,0,gustavus,1,63
,kill,26,0,gully,1,0,0,gustavus,1,63
,attempt,29,1,cat,1,0,1,gustavus,1,63
,kill,32,0,kate,1,0,0,gustavus,1,63
,attempt,33,1,any,1,0,1,gustavus,1,63
,error,33,1,gully,1,0,0,gustavus,1,63
,attempt,34,0,gully,1,0,0,gustavus,1,63
,kill,34,0,any,1,0,1,gustavus,1,63
,kill,36,2,any,1,0,0,gustavus,1,63
,attempt,38,2,t,1,0,0,gustavus,1,63
,attempt,38,2,any,1,0,0,gustavus,1,63
,attempt,39,1,kate,1,0,0,gustavus,1,63
,attempt,40,0,any,1,0,0,gustavus,1,63
,kill,40,0,kate,1,0,1,gustavus,1,63
,kill,43,1,nic,1,0,0,gustavus,1,63
,kill,44,2,cat,1,0,1,gustavus,1,63
,attempt,46,2,t,1,0,1,gustavus,1,63
,kill,46,2,t,1,0,1,gustavus,1,63
,kill,0,0,kate,2,0,1,gustavus,1,64
,attempt,2,0,cat,2,0,0,gustavus,1,64
,kill,2,0,cat,2,0,1,gustavus,1,64
,attempt,4,0,gully,2,0,0,gustavus,1,64
,attempt,4,0,cat,2,1,1,gustavus,1,64
,kill,7,-1,gully,2,0,0,gustavus,1,64
,attempt,10,-2,gully,2,0,0,gustavus,1,64
,attempt,11,-3,nic,2,0,0,gustavus,1,64
,kill,13,-3,t,2,0,0,gustavus,1,64
,attempt,14,-2,any,2,0,1,gustavus,1,64
,attempt,14,-2,t,2,0,0,gustavus,1,64
,attempt,14,-2,t,2,0,1,gustavus,1,64
,attempt,16,-2,any,2,0,0,gustavus,1,64
,kill,16,-2,t,2,0,1,gustavus,1,64
,attempt,18,-2,kate,2,0,0,gustavus,1,64
